ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2534,Donna Adams,14,Other,Tiffanyville,8th,2.5,7.2,82,8,0.0,5,8,6,1,0.8,105,6,0.9,1.6,1.1,Browsing,7,9.9,4.7
2535,Madison Costa,17,Male,Allenville,12th,4.3,5.9,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,Gaming,3,7.7,10.0
2536,Billy Crawford,13,Female,Mayland,8th,2.7,7.6,98,7,1.1,4,8,9,1,0.7,100,12,2.2,1.3,0.0,Gaming,6,4.1,6.8
2537,Tyler Mills,19,Female,Wangton,9th,4.2,6.3,78,9,1.1,9,2,10,1,1.3,69,13,1.2,1.8,1.2,Other,3,5.5,8.0
2538,Ian Anderson,13,Female,South Kevinside,12th,6.2,5.8,76,1,1.3,9,2,3,0,0.6,72,11,1.9,3.2,0.8,Browsing,2,4.6,10.0
2539,Erik Weaver,18,Female,Carlfort,12th,5.4,5.3,59,4,0.0,7,5,3,0,1.1,24,18,2.6,2.4,1.6,Browsing,4,4.5,10.0
2540,William Pacheco,16,Other,Alexandrafurt,12th,5.8,7.8,87,2,0.6,7,10,6,0,1.0,110,13,3.1,2.5,0.8,Browsing,3,5.2,10.0
2541,Mrs. Gina Thomas,14,Male,Johnshire,7th,2.4,5.3,70,3,1.8,10,7,3,0,1.4,110,5,3.3,1.4,1.8,Education,6,2.9,7.6
2542,Heather Hooper,13,Male,Richardmouth,7th,6.1,7.0,79,3,0.0,5,6,1,1,1.4,150,9,4.1,0.8,1.6,Social Media,9,10.2,10.0
2543,Jessica Hall,16,Other,Greenshire,8th,4.9,4.5,95,2,1.4,8,9,2,1,0.7,21,17,3.0,1.2,0.0,Gaming,8,3.5,10.0
2544,Marc Mills,19,Female,New Denisechester,11th,8.8,7.1,90,1,0.7,1,4,7,1,1.3,95,18,1.7,1.7,1.0,Browsing,8,5.9,10.0
2545,James Jones,15,Male,Sharpbury,8th,6.2,4.9,78,8,1.9,4,3,5,1,0.9,63,8,1.9,1.9,0.1,Education,9,4.4,10.0
2546,Dean Ellis DVM,19,Male,Smithmouth,7th,2.2,7.4,57,8,2.1,10,7,6,0,0.9,20,7,3.0,1.2,2.1,Other,5,5.2,4.5
2547,Eric Logan,17,Female,Marthafurt,10th,3.8,4.9,92,8,0.0,5,5,3,0,2.2,43,7,1.9,3.3,1.6,Gaming,9,8.3,8.8
2548,Dawn Hood,14,Other,Salazarmouth,10th,6.9,5.7,61,10,0.7,3,9,2,0,1.4,111,14,2.9,1.5,1.6,Browsing,2,8.6,10.0
2549,Mrs. Megan Johnson,18,Other,West Tinafurt,11th,5.0,3.5,62,7,0.6,5,6,2,1,0.3,71,9,3.3,2.7,1.4,Social Media,10,7.8,10.0
2550,Lauren Beck,17,Male,Sharpland,8th,7.4,6.3,75,0,0.8,2,10,1,0,1.6,98,12,1.2,0.3,0.4,Gaming,5,8.2,10.0
2551,Jason Dillon,19,Female,Kimberlyland,12th,5.1,6.9,59,8,0.0,6,7,8,1,1.6,51,19,2.0,1.7,1.2,Browsing,10,4.6,10.0
2552,Jeanne Gordon,15,Other,East Joseph,12th,0.2,5.7,97,6,1.2,8,6,2,1,0.6,81,10,1.3,2.0,1.2,Education,9,7.4,4.3
2553,Sheri Hudson,14,Other,Vanessaborough,7th,2.6,6.3,73,7,2.3,2,6,5,0,0.4,120,7,3.3,2.9,0.9,Social Media,9,3.6,9.4
2554,Sherry Gregory,18,Male,Abigailview,9th,6.2,6.0,93,3,1.5,4,5,1,0,0.5,56,13,1.6,1.0,1.9,Social Media,6,3.7,9.5
2555,Julie Conrad,19,Female,Lake Tyrone,8th,4.5,9.0,81,5,1.8,5,7,8,0,0.8,83,5,2.8,1.6,1.0,Browsing,6,7.0,7.1
2556,Bobby Silva,16,Male,New Susanburgh,9th,6.0,8.9,80,10,1.8,8,5,3,1,1.2,49,14,3.2,1.5,0.4,Gaming,10,6.2,10.0
2557,Patrick Gray,13,Male,West Jason,9th,4.1,8.1,71,3,0.5,2,3,2,0,1.4,52,14,1.6,1.5,1.2,Other,10,3.1,7.0
2558,Alexander Crane,15,Female,Michaelland,12th,1.1,6.5,83,3,1.7,2,8,6,1,1.0,47,12,1.2,0.6,0.8,Education,9,6.0,3.0
2559,James Smith,19,Female,East Meganburgh,11th,7.1,4.0,97,10,1.8,10,9,2,1,1.1,116,7,2.9,2.0,1.5,Education,2,6.8,10.0
2560,Samantha Robinson,17,Other,South Robertland,9th,4.9,6.5,89,1,0.8,7,1,5,0,1.2,37,12,1.8,2.0,1.2,Social Media,3,7.8,8.6
2561,Glenn Jones,13,Other,Lake Travis,9th,1.5,7.8,70,5,0.7,1,4,7,1,0.3,45,7,3.2,1.2,0.0,Other,2,5.7,4.3
2562,Stephen Carter,16,Female,Mariaburgh,12th,5.5,6.9,57,10,1.6,3,1,9,0,1.4,67,20,1.0,0.8,0.3,Browsing,2,6.2,9.2
2563,Ian Orozco,18,Other,Boothhaven,12th,0.9,5.9,62,6,1.0,10,4,1,1,1.3,55,17,3.3,2.3,1.1,Social Media,7,6.2,8.0
2564,Michael Massey,14,Female,Kevinport,12th,4.4,8.6,94,0,0.0,3,4,1,0,1.8,38,8,2.7,1.1,0.8,Education,6,3.7,6.3
2565,Joanna Taylor,19,Female,North Paulview,11th,4.7,9.9,93,0,0.0,6,4,10,1,1.3,99,16,2.0,1.3,0.6,Browsing,8,4.3,8.2
2566,Kristina Stevenson,18,Male,Warrenmouth,9th,6.2,6.9,81,3,1.1,2,6,4,1,0.7,67,14,3.8,0.4,0.2,Education,3,5.3,10.0
2567,Bradley Fuller,17,Male,New Brandychester,10th,5.8,9.1,98,6,1.0,7,8,4,1,1.5,92,15,2.0,1.6,1.5,Social Media,4,8.9,9.7
2568,Alexis Smith,16,Other,Patrickton,12th,6.6,3.0,85,3,0.0,9,7,9,0,1.1,95,19,2.5,1.2,1.1,Gaming,4,6.9,10.0
2569,Amber Mitchell,13,Female,Danielburgh,10th,9.2,7.6,93,6,2.1,6,6,10,0,1.0,147,8,3.9,4.0,0.6,Other,4,5.0,10.0
2570,Sara Johnson,17,Other,Tarafurt,8th,5.8,7.8,67,9,0.1,6,9,5,0,1.3,117,13,1.7,0.1,0.8,Social Media,3,8.3,8.6
2571,Michael Bell,15,Female,Travischester,10th,4.4,4.3,93,0,1.9,1,4,9,0,1.1,28,18,3.0,1.3,0.8,Gaming,8,7.6,10.0
2572,Sara May,15,Other,North Katiestad,9th,8.1,7.4,88,4,1.2,7,5,6,0,1.5,128,19,1.7,1.0,0.5,Gaming,2,3.6,10.0
2573,Deanna Ferguson,16,Female,Lake Vernon,9th,5.1,5.1,97,2,1.2,1,6,5,1,1.3,23,13,2.8,1.5,2.2,Social Media,5,8.4,9.9
2574,Deborah Patterson,13,Other,Huntmouth,9th,5.2,8.2,61,8,1.7,8,10,5,0,2.1,51,13,0.7,0.0,1.0,Other,9,3.9,5.4
2575,Tasha Eaton,16,Male,Levyside,7th,2.6,5.6,72,6,0.4,9,4,8,0,1.1,132,15,3.3,1.4,2.2,Browsing,7,3.7,10.0
2576,Sarah Morris,14,Male,Port Leslieborough,11th,7.4,7.7,94,6,0.7,9,2,10,0,0.2,40,15,1.5,0.5,0.7,Gaming,6,2.6,9.4
2577,Victoria Long,14,Other,Port Danielfurt,12th,7.7,5.4,89,4,0.8,7,1,6,0,1.4,147,10,0.5,0.7,1.8,Education,6,6.4,10.0
2578,Scott Gutierrez,19,Female,North Christinamouth,12th,3.9,8.4,63,9,0.2,8,5,7,0,0.5,113,17,3.6,2.3,0.8,Browsing,1,2.3,10.0
2579,Teresa Baldwin,13,Female,New George,7th,6.7,8.9,52,0,1.3,2,2,10,0,0.0,105,17,1.6,0.7,2.2,Other,8,3.4,10.0
2580,Jacqueline Reyes,15,Other,Paigeburgh,9th,6.9,6.8,92,5,1.6,1,8,2,0,0.4,68,10,2.6,1.4,0.8,Browsing,4,8.9,10.0
2581,Gloria Miller,19,Male,Ericashire,8th,6.7,10.0,57,3,0.7,6,6,7,0,0.5,111,11,0.5,2.1,0.8,Education,5,7.7,8.7
2582,Caleb Carter,14,Other,Morrowberg,10th,4.6,6.0,76,0,0.5,3,8,2,0,0.9,24,5,2.2,2.2,1.8,Social Media,8,1.0,7.5
2583,Kelly Garza,16,Other,West Mikebury,7th,3.7,8.2,60,4,0.3,9,1,7,0,0.7,139,14,4.6,2.2,0.0,Browsing,8,6.3,10.0
2584,Antonio Brown,15,Female,West Susan,10th,4.5,5.9,62,1,1.5,9,9,3,0,0.9,79,17,3.2,1.2,0.1,Gaming,6,5.9,10.0
2585,Thomas Horton,15,Female,East Heathershire,12th,1.7,7.5,69,6,0.0,2,8,7,1,1.2,79,19,2.3,0.9,0.6,Social Media,1,3.7,6.5
2586,Benjamin Cruz,18,Male,New Christophermouth,9th,3.2,6.8,60,2,1.6,3,5,10,1,0.8,109,20,2.2,1.9,1.5,Social Media,8,0.4,10.0
2587,Tara Rice,19,Female,South Michelle,12th,2.0,7.1,51,3,0.6,4,5,6,1,0.0,65,18,3.6,1.5,2.4,Other,1,7.5,8.4
2588,Donna Hampton,16,Other,Lake Jesseshire,10th,2.7,3.6,80,1,2.0,5,2,4,0,2.1,109,19,3.5,1.3,1.8,Education,6,9.6,10.0
2589,Jessica Riddle,14,Male,Ashleemouth,12th,2.1,6.7,59,6,0.7,7,1,6,0,1.3,70,18,3.1,3.4,0.2,Social Media,6,4.2,10.0
2590,Douglas Armstrong,16,Female,North Christopherburgh,12th,6.5,8.1,81,4,1.6,7,5,1,1,1.7,150,14,2.8,1.0,0.7,Education,8,5.2,10.0
2591,Jonathon Carter,13,Other,South Jamesstad,10th,4.7,7.3,64,10,0.7,1,1,2,0,1.2,29,6,3.3,0.7,1.1,Social Media,5,3.6,6.8
2592,Stephen Cohen,14,Female,Burgessfort,7th,5.5,6.6,90,4,1.1,7,5,10,1,1.3,106,17,4.0,0.7,1.4,Social Media,7,7.1,10.0
2593,Amber Murphy,14,Other,South Alexisberg,7th,4.1,3.6,100,8,0.8,10,4,4,1,0.6,31,17,1.5,1.7,0.9,Social Media,3,4.1,9.5
2594,Logan Hill,18,Other,New Stacy,9th,8.2,7.3,62,6,2.5,1,4,10,0,1.4,84,13,0.6,0.2,1.4,Gaming,6,7.5,9.6
2595,Michael Brown,14,Female,New Donald,8th,2.2,8.4,77,2,0.1,7,6,5,1,0.0,81,13,1.2,0.4,0.7,Browsing,4,6.8,3.8
2596,Michelle Thompson,13,Other,Johnview,10th,2.5,6.1,80,8,0.2,7,5,10,0,1.0,50,7,2.2,0.4,0.7,Social Media,8,3.5,4.5
2597,Maria Maddox,18,Male,North Terri,9th,4.4,6.6,63,7,0.0,10,10,5,1,0.3,136,6,3.1,3.5,0.0,Browsing,4,5.4,10.0
2598,Joshua Alvarez,16,Other,West Adammouth,12th,6.8,10.0,79,3,0.9,7,2,9,0,0.3,117,18,1.4,0.7,0.9,Social Media,8,3.7,9.8
2599,Caitlin Stanley,15,Female,East Adrian,12th,6.2,4.6,72,5,1.7,6,9,4,0,1.4,32,7,1.5,1.0,0.0,Other,6,6.8,8.4
2600,Jonathan Olson,14,Other,Port Elizabethmouth,10th,3.9,6.6,50,6,0.0,6,8,2,0,0.6,34,18,1.9,1.3,0.5,Education,3,6.4,8.1
2601,Lee Gaines,19,Other,North Michaelhaven,7th,9.5,6.7,59,2,0.6,8,8,7,0,1.0,79,17,2.6,0.0,2.1,Gaming,1,8.7,10.0
2602,Johnny Peterson,14,Female,North Melissaborough,7th,3.6,7.2,85,5,0.0,1,5,6,1,1.0,109,15,2.9,1.2,2.3,Gaming,3,7.5,9.3
2603,Albert Williams,16,Male,West Loristad,9th,4.4,4.7,69,4,0.4,3,4,3,1,0.2,119,8,2.6,2.0,2.6,Other,2,9.4,10.0
2604,Christine Wallace,13,Female,Kylestad,9th,7.1,4.9,61,1,1.5,9,7,2,0,0.4,86,14,2.2,1.5,1.9,Browsing,10,4.6,10.0
2605,Nicholas Turner,15,Male,South Rebeccaburgh,7th,5.9,8.3,73,0,1.2,5,6,8,1,0.8,93,12,1.8,1.1,0.4,Gaming,3,7.5,8.9
2606,Terrence Newman,18,Female,Sanchezfurt,12th,5.0,7.6,100,8,1.1,4,3,8,0,0.0,100,12,2.5,1.8,1.1,Other,4,5.6,9.9
2607,Alexandra Alvarez,14,Male,New Bonnie,9th,4.0,5.1,87,10,2.1,5,4,6,0,0.8,45,14,1.5,1.8,0.3,Social Media,4,7.0,8.4
2608,Gregory Williams,19,Male,Stevenborough,12th,4.2,6.0,58,6,1.1,3,10,8,1,0.6,47,8,2.2,3.4,0.3,Gaming,4,7.7,9.3
2609,Kenneth Cisneros,18,Other,East Michael,11th,4.7,6.4,97,6,0.6,7,5,1,1,1.0,36,18,2.2,2.5,0.0,Social Media,5,2.9,10.0
2610,Danielle Moore,14,Female,Jenniferland,8th,2.2,5.5,56,6,1.1,2,7,8,0,0.1,42,19,1.1,2.9,2.2,Other,9,6.7,8.1
2611,Amber Brown,13,Female,South Michaelview,12th,4.7,5.6,90,6,1.5,10,10,7,1,0.6,127,9,2.3,1.9,0.9,Gaming,5,1.0,10.0
2612,Rebecca Fisher,15,Female,Avilafurt,12th,7.1,4.7,80,5,1.2,1,8,7,1,1.0,148,17,2.7,0.3,1.5,Social Media,7,6.7,10.0
2613,Jamie Henderson,19,Male,Coleport,12th,1.1,3.8,88,7,0.4,1,10,5,0,0.0,144,15,2.6,1.0,1.4,Gaming,5,8.2,8.7
2614,Aaron Campbell,15,Female,Port Sandra,12th,4.9,6.7,61,10,2.3,8,6,10,1,1.1,73,9,2.0,2.9,1.1,Other,9,2.6,9.7
2615,Amy Marshall,19,Female,Port Justinmouth,11th,4.9,7.2,54,8,1.6,3,2,1,1,0.2,115,6,2.0,2.8,1.8,Other,1,5.5,9.6
2616,Kristopher Stewart,18,Male,Jordanbury,7th,6.2,6.9,54,2,0.0,1,10,1,1,1.1,132,13,2.5,1.2,0.8,Education,1,5.4,10.0
2617,Susan Phelps,14,Female,Michaelberg,9th,3.2,8.4,52,5,1.2,8,2,9,1,0.3,116,15,3.1,0.6,1.5,Social Media,6,6.1,8.0
2618,Nicole Jones,16,Male,Rebeccaport,11th,7.7,7.4,50,10,1.8,8,2,10,0,0.8,26,10,2.7,2.3,0.9,Education,10,3.8,10.0
2619,William Day,18,Male,Noahhaven,12th,3.9,5.5,94,3,0.6,9,9,3,0,1.3,79,9,2.6,1.3,1.3,Education,9,4.9,8.4
2620,Michael Lowe,18,Other,South James,8th,5.7,7.5,67,8,1.0,1,10,10,0,0.8,103,10,0.7,2.2,0.6,Other,2,6.4,8.9
2621,Carol Thomas,15,Female,South Tammyborough,9th,0.0,7.8,61,7,0.8,7,2,3,1,1.1,76,14,3.6,0.7,1.0,Education,7,8.9,4.7
2622,Samantha Martin,13,Female,South Jamiehaven,11th,3.2,4.4,81,10,3.0,5,9,9,1,1.1,20,6,2.3,3.6,1.1,Other,5,5.5,8.5
2623,Deanna Heath,17,Female,West Johntown,10th,10.3,7.0,57,2,0.4,6,9,4,0,1.0,136,20,3.9,1.7,0.2,Browsing,10,8.7,10.0
2624,Catherine Shaw,17,Male,Lake Davidmouth,8th,3.3,5.3,97,0,0.0,6,5,5,0,1.0,114,20,2.2,1.4,0.4,Education,2,5.1,10.0
2625,Lisa Wallace,19,Female,Brockville,12th,4.2,7.3,81,5,0.7,9,8,5,1,1.1,28,15,3.0,2.2,0.6,Gaming,4,8.0,9.3
2626,Christopher Green,17,Male,Hallton,7th,1.1,5.5,78,0,0.8,9,1,7,1,0.6,126,11,2.7,0.6,0.4,Social Media,5,7.1,6.4
2627,John Tucker,14,Other,North Dennis,10th,5.9,4.4,62,0,0.0,4,4,7,0,1.8,123,8,4.0,2.7,0.1,Gaming,3,6.8,10.0
2628,Robert Moss,14,Female,Ronniefort,9th,7.2,7.2,87,1,0.1,2,2,10,1,0.8,145,9,0.7,1.5,0.0,Social Media,6,6.6,10.0
2629,Amanda Campbell,14,Other,East Sandra,12th,5.3,6.4,100,10,0.0,2,5,5,1,0.0,112,17,1.8,3.3,0.7,Gaming,7,6.4,10.0
2630,Tony Williams,19,Other,East Jamesside,10th,4.5,5.9,92,5,0.4,1,2,6,0,0.7,32,20,2.5,1.4,0.1,Gaming,8,6.9,10.0
2631,Kimberly Hernandez,15,Other,Vanessafort,11th,5.2,6.2,69,2,1.2,5,4,5,0,0.6,91,17,3.3,1.3,1.0,Gaming,2,6.1,10.0
2632,Lance Kim,16,Male,Lake Jerome,9th,3.0,7.2,94,8,0.8,1,6,7,0,1.7,83,14,1.4,3.6,0.9,Browsing,4,4.6,8.9
2633,Kristen Jones,18,Other,South Cody,8th,8.0,6.4,74,8,1.2,3,9,7,1,0.4,67,9,4.0,2.4,0.4,Other,9,5.5,10.0
2634,Tony Erickson,16,Male,Porterfurt,7th,4.8,5.2,66,5,2.7,10,6,1,1,0.8,102,10,1.6,1.7,1.6,Other,1,8.7,9.5
2635,Joseph Davis,19,Male,Port Nathan,10th,4.1,5.2,78,5,1.1,4,1,8,1,1.8,110,19,2.9,2.7,1.2,Education,3,3.1,10.0
2636,Michael Baker,14,Female,Lindaville,9th,6.9,6.1,55,9,1.0,9,5,9,1,0.0,39,13,1.7,0.6,0.0,Browsing,7,6.4,9.5
2637,Cynthia Caldwell,15,Male,New Donaldton,9th,6.5,6.0,82,8,0.0,3,9,8,0,1.6,59,9,2.7,4.0,0.0,Education,4,6.3,10.0
2638,Cindy Roth,16,Female,Crosbystad,11th,3.7,6.1,59,4,1.3,8,1,4,1,1.3,100,13,3.8,3.3,1.0,Other,4,4.6,10.0
2639,Angela Duncan,17,Male,Lake Rebekah,9th,5.5,8.5,64,8,0.0,9,9,1,0,0.6,41,7,2.3,2.7,0.3,Other,10,7.0,8.5
2640,Ruth Kim,15,Male,Cookmouth,12th,5.1,4.9,59,5,0.0,9,4,6,1,0.9,20,18,2.8,0.3,2.3,Social Media,3,4.5,9.8
2641,Maria Morris,16,Female,Lake Karen,9th,3.6,4.7,100,0,0.9,8,4,8,1,0.6,53,8,3.9,1.5,1.4,Browsing,7,7.5,9.3
2642,Andrea Johnson,17,Other,East Johntown,8th,8.9,4.8,80,3,1.6,8,9,6,0,1.4,60,10,1.9,2.9,0.3,Gaming,3,6.0,10.0
2643,Jade Burns,14,Other,New Brittanyhaven,8th,5.0,8.8,72,1,0.5,5,8,10,0,0.5,69,20,3.0,2.2,0.0,Social Media,7,4.1,10.0
2644,Ann Adams,14,Female,Marcburgh,10th,5.3,6.3,51,0,1.4,1,8,7,0,0.8,20,10,1.0,0.0,0.1,Other,8,6.6,5.5
2645,Aaron Blake,15,Other,East Scott,11th,3.7,7.2,66,3,0.0,7,7,7,0,1.4,141,12,4.4,2.9,2.0,Browsing,5,4.1,10.0
2646,Shirley Ortiz,17,Male,Herreraville,10th,4.4,7.3,98,3,2.4,6,2,3,1,1.5,85,20,2.6,3.1,0.4,Education,9,7.2,10.0
2647,Raymond Lewis,13,Other,Brooksland,8th,5.3,5.3,72,8,2.2,3,2,5,0,1.6,110,14,5.0,2.0,0.7,Other,8,4.7,10.0
2648,Jennifer Vang,19,Male,Robertland,7th,7.0,7.5,79,6,1.6,2,9,5,0,1.5,45,17,2.9,1.3,1.3,Education,10,1.5,10.0
2649,Kyle Escobar,14,Other,New Kimshire,12th,6.2,4.4,99,10,1.0,2,10,9,0,1.1,131,8,0.8,1.9,1.3,Other,3,9.5,10.0
2650,Peter Bautista,15,Male,Whiteside,10th,4.8,5.3,68,7,0.0,7,9,2,1,1.5,97,7,2.0,1.7,0.0,Social Media,3,3.8,9.2
2651,Kelly Glover,19,Other,North Mikaylaton,9th,5.3,7.1,82,7,0.0,2,9,1,0,1.0,89,14,1.8,2.1,1.6,Other,8,3.4,10.0
2652,Tristan Tate,14,Female,Loganport,11th,5.0,6.9,72,2,2.2,10,3,8,0,1.1,92,12,2.6,0.9,1.1,Social Media,2,5.1,9.3
2653,Barbara Allen,18,Female,Lake Emily,10th,3.3,8.2,96,9,0.6,6,5,6,1,0.8,40,7,3.4,2.1,0.8,Other,4,7.0,6.9
2654,Wendy Perry,16,Female,West James,12th,6.1,3.2,60,4,0.5,5,8,1,1,1.3,48,11,2.0,2.8,0.4,Other,4,7.5,10.0
2655,Faith Thomas,15,Male,Port Alanville,10th,2.3,7.8,69,9,0.0,2,2,9,0,0.5,72,8,2.7,1.4,0.2,Social Media,10,5.8,5.5
2656,Justin Ballard,13,Male,South Nicolefurt,12th,4.7,8.8,74,8,1.1,5,6,2,0,0.5,143,10,3.0,1.2,0.1,Other,9,6.6,9.4
2657,William Daniel,19,Other,Floresmouth,12th,6.5,6.7,100,9,0.0,2,2,10,0,1.1,123,13,2.8,0.1,1.2,Gaming,7,6.5,10.0
2658,Holly Rollins,15,Other,Hancockstad,7th,5.1,8.4,85,0,1.3,6,1,4,0,1.5,127,20,3.0,0.6,0.8,Social Media,1,7.4,10.0
2659,Ann Bennett,15,Female,New Kristin,8th,3.5,6.6,92,7,2.2,4,5,6,0,1.6,29,15,3.4,1.6,1.1,Gaming,2,8.9,8.8
2660,Kevin Anthony,15,Male,North Natalieborough,8th,4.7,6.3,65,9,0.1,7,9,8,1,0.4,113,11,3.2,0.8,0.1,Education,3,5.6,10.0
2661,Jaclyn Kidd,18,Male,East Amyburgh,10th,3.5,5.5,53,0,1.1,9,6,5,1,1.4,128,7,2.5,1.7,2.4,Other,5,3.9,8.9
2662,Frank Lopez,16,Female,Carlamouth,9th,5.2,6.0,98,5,0.0,8,3,1,0,1.0,39,7,3.3,0.0,0.0,Other,3,7.7,7.7
2663,Andrew Pratt,16,Male,Moodymouth,8th,4.9,6.1,51,4,1.1,9,6,9,1,0.8,142,18,0.4,1.7,0.5,Other,10,6.7,10.0
2664,Beverly Miranda,19,Male,Berryhaven,10th,8.3,7.1,95,1,1.9,4,1,3,1,1.5,53,6,3.4,0.0,1.6,Browsing,6,5.2,10.0
2665,Jill Garcia,14,Other,East Gregory,8th,2.6,6.0,68,0,0.0,6,9,6,0,0.9,122,20,1.4,1.2,0.6,Social Media,9,6.4,8.6
2666,John Solis,16,Other,South Stacy,7th,5.7,7.7,63,0,0.9,1,7,5,0,0.8,103,7,1.9,2.4,0.0,Other,1,6.3,9.6
2667,Kevin Sanchez,16,Female,Ryanland,12th,4.7,8.1,89,1,0.6,10,9,4,1,0.4,86,15,0.8,0.9,0.6,Browsing,7,4.9,7.1
2668,Jo Graham,14,Male,West Shirleyside,12th,4.0,8.4,69,5,1.5,8,9,9,0,1.4,131,10,0.0,1.5,1.3,Gaming,4,6.2,5.9
2669,Angel Walker,13,Female,Sethfurt,7th,2.2,8.4,96,10,0.0,10,4,9,0,1.2,49,11,2.1,1.4,1.9,Education,6,6.8,4.7
2670,Daniel Glover,13,Female,New Randystad,9th,4.8,5.8,92,1,2.5,6,1,9,1,0.8,91,15,3.4,1.7,0.5,Social Media,1,9.4,10.0
2671,Deborah Gonzalez,16,Other,North Julieland,8th,11.5,8.6,96,0,1.3,3,1,10,0,0.2,58,12,3.0,0.0,1.4,Browsing,5,4.8,10.0
2672,Karen Arnold,15,Male,South Darryl,9th,5.8,8.2,62,2,0.0,8,7,7,1,1.1,138,16,3.8,2.6,1.5,Browsing,1,4.1,10.0
2673,Parker Brown,15,Male,West Anthonyview,9th,7.6,4.5,78,8,1.7,6,10,9,1,0.0,33,17,1.1,2.6,0.0,Social Media,8,6.6,10.0
2674,Latoya Caldwell,15,Male,Lake John,7th,5.8,3.0,53,0,2.1,6,10,6,0,1.4,56,19,2.7,2.0,1.1,Gaming,8,3.6,10.0
2675,Robert Mcconnell,17,Other,Douglasshire,8th,5.0,7.9,63,5,1.7,5,4,8,0,1.3,21,16,2.7,0.0,1.3,Other,7,7.1,7.4
2676,Dustin Spencer,14,Female,Robertston,9th,4.5,6.5,93,7,1.0,2,1,4,1,0.8,97,16,2.4,1.6,1.0,Education,3,6.2,10.0
2677,Aaron Webb,13,Female,New Michelle,10th,4.2,5.3,91,8,0.0,7,1,2,0,1.0,47,13,2.2,2.2,0.6,Other,8,6.2,9.5
2678,Kelly Long,15,Other,Jamesfurt,9th,5.0,7.1,95,7,0.8,7,6,4,1,1.9,29,9,2.8,1.0,1.9,Education,1,6.5,7.6
2679,Yolanda Diaz,14,Female,South Michael,12th,3.8,4.9,93,8,2.8,5,5,3,0,0.2,47,10,3.6,2.0,1.1,Other,1,6.9,9.9
2680,Ruth Goodwin,17,Female,Port Jackmouth,11th,5.0,8.1,65,9,1.1,6,10,7,1,0.7,84,18,2.2,1.7,0.6,Social Media,7,4.7,10.0
2681,Carol White,17,Male,Hallland,12th,2.6,8.3,100,8,0.5,10,3,9,1,1.6,123,19,0.5,0.0,0.7,Gaming,7,6.7,5.2
2682,Frank Williamson,19,Male,West Ralphhaven,12th,6.2,8.2,59,0,1.8,9,6,5,1,1.4,104,14,2.9,2.1,1.2,Other,2,4.7,10.0
2683,Jonathan Jimenez,17,Male,East Danielmouth,11th,4.6,4.7,88,6,1.9,8,1,6,1,1.6,66,19,1.9,0.5,0.7,Browsing,6,7.1,9.8
2684,Tom Hall,16,Male,Kathyland,12th,3.2,6.7,81,8,0.8,1,8,8,1,0.5,75,6,3.8,0.8,1.5,Browsing,10,4.8,7.2
2685,Jane Carpenter,16,Male,Snyderhaven,8th,5.9,7.7,93,3,1.5,7,1,10,1,0.9,99,11,3.2,1.7,1.0,Other,3,8.4,10.0
2686,Regina Bryan,18,Male,Georgemouth,9th,5.8,5.5,95,5,0.6,9,3,3,0,1.1,89,8,1.4,1.9,2.2,Education,6,6.7,9.7
2687,John Gonzalez,19,Other,Lake Tiffany,11th,3.3,6.0,89,6,0.1,3,10,8,0,0.1,124,15,2.4,1.5,0.6,Browsing,2,7.4,9.7
2688,Wendy Jennings,16,Other,East Christopherfurt,9th,5.6,4.1,92,6,0.5,9,2,10,0,1.1,38,9,2.8,2.2,1.0,Browsing,5,7.3,10.0
2689,Jacob Bryant,15,Female,Smithfurt,9th,6.7,6.5,50,5,1.0,6,4,4,1,1.6,71,10,1.3,1.4,1.6,Other,10,6.0,9.6
2690,Gabriela Mason,14,Male,Frostfurt,12th,8.3,7.9,59,10,0.5,9,5,4,1,0.3,117,19,1.6,2.0,2.0,Education,9,3.7,10.0
2691,Kimberly Gonzalez,17,Other,Johnsonbury,11th,7.7,9.3,68,7,0.0,6,3,3,1,0.1,73,13,3.3,0.0,0.0,Education,10,6.5,10.0
2692,Cory Wade,19,Male,Aliciaburgh,11th,3.6,7.4,97,4,0.8,6,5,7,1,0.8,32,8,3.0,0.4,2.3,Education,8,8.3,5.5
2693,Margaret Ortega,16,Female,South Joshuaton,12th,4.6,6.3,74,0,1.4,8,9,9,0,0.5,58,12,3.3,0.3,0.8,Social Media,4,10.1,8.6
2694,Sandra Ellis,18,Other,North Elizabethfort,7th,4.5,7.3,50,9,0.0,7,8,10,0,1.7,28,6,1.3,2.2,1.7,Browsing,7,3.6,6.1
2695,Gary Hayes,15,Other,Rhodeschester,8th,6.2,6.2,56,1,0.3,9,2,8,0,1.4,89,15,2.4,1.7,0.9,Gaming,8,6.3,10.0
2696,Angela Williams,14,Other,Claytonberg,12th,4.1,6.8,78,3,1.0,3,7,10,1,1.9,103,20,3.0,0.2,2.0,Other,1,8.1,10.0
